product_views,searches,cart_additions,conversion_intent,previous_orders,average_order_value,total_spend,customer_type_encoded
2,1,1,0.49999750001249993,2,22336.403793231748,44672.807586463496,1
19,5,5,0.2631577562327599,1,46850.34946399295,46850.34946399295,2
18,0,8,0.4444441975310014,2,20438.84333860668,40877.68667721336,1
3,2,1,0.3333322222259259,2,50162.28085601691,100324.56171203381,1
17,4,4,0.23529397923883574,4,21660.351076267005,86641.40430506802,1
8,1,3,0.37499953125058594,1,64526.03503001628,64526.03503001628,1
10,7,9,0.8999991000009,1,47934.58468592344,47934.58468592344,1
2,7,0,0.0,5,38570.65715284699,192853.28576423493,0
19,1,9,0.4736839612189678,2,63661.32414638532,127322.64829277064,0
9,5,2,0.22222197530891633,2,53473.15561777553,106946.31123555105,1
7,3,3,0.4285708163274053,4,43529.25165414966,174117.00661659864,1
4,4,2,0.49999875000312505,4,10051.700993922776,40206.8039756911,0
18,4,5,0.27777762345687584,2,27477.5893839592,54955.1787679184,1
13,1,4,0.30769207100609924,3,54281.1438330576,162843.4314991728,1
11,0,5,0.45454504132268975,5,18498.10935188599,92490.54675942994,1
4,3,1,0.24999937500156252,2,26514.150900459426,53028.30180091885,1
4,4,2,0.49999875000312505,1,22668.53318740083,22668.53318740083,0
10,1,2,0.1999998000002,3,44035.35239481864,132106.05718445592,0
5,7,3,0.5999988000024,2,52454.17716294321,104908.35432588642,0
9,4,4,0.44444395061783265,7,52468.98377886856,367282.8864520799,2
3,6,2,0.6666644444518518,3,25207.709058916043,75623.12717674812,1
17,3,4,0.23529397923883574,5,43829.87783553021,219149.38917765106,1
3,3,1,0.3333322222259259,4,24501.760744314557,98007.04297725823,1
16,6,6,0.3749997656251465,2,34841.7725039295,69683.545007859,2
4,2,1,0.24999937500156252,2,45802.52148419025,91605.0429683805,1
18,7,6,0.33333314814825105,4,53920.630049437765,215682.52019775106,0
17,6,3,0.1764704844291268,4,5759.045095082655,23036.18038033062,0
7,5,3,0.4285708163274053,4,39479.52037112749,157918.08148450995,1
5,5,2,0.39999920000160005,2,59109.39955294913,118218.79910589826,1
12,1,2,0.16666652777789354,0,41483.29144513051,0.0,0
17,3,7,0.41176446366796254,2,39239.19909189969,78478.39818379938,1
13,2,4,0.30769207100609924,4,29554.89272779447,118219.57091117789,2
3,2,0,0.0,7,58711.2945167942,410979.0616175594,1
9,4,6,0.666665925926749,1,30248.238571830905,30248.238571830905,0
17,4,9,0.5294114532873805,4,36497.75914326008,145991.03657304033,0
17,6,6,0.3529409688582536,1,30946.802322024065,30946.802322024065,0
16,2,3,0.18749988281257324,3,39622.932627724455,118868.79788317336,2
13,6,6,0.46153810650914884,3,59384.77998572294,178154.33995716882,2
19,7,7,0.36842085872586383,3,24408.402041350055,73225.20612405016,2
17,6,5,0.29411747404854466,2,39688.29896377799,79376.59792755598,2
4,4,1,0.24999937500156252,3,43865.96750323713,131597.9025097114,1
12,3,4,0.33333305555578707,5,25815.017975459792,129075.08987729896,1
9,6,3,0.3333329629633745,1,37114.7621583392,37114.7621583392,1
19,0,6,0.31578930747931183,5,65770.10179236619,328850.5089618309,1
12,3,5,0.4166663194447338,4,11472.660081680726,45890.6403267229,2
9,2,5,0.5555549382722909,2,31681.988927638973,63363.977855277946,1
7,2,2,0.2857138775516035,4,41758.39260395138,167033.57041580553,1
14,6,6,0.42857112244919826,4,32360.855460016166,129443.42184006466,2
19,3,9,0.4736839612189678,3,81293.71205846168,243881.13617538504,0
15,4,5,0.3333331111112593,5,46230.36104721939,231151.80523609696,2
16,4,5,0.31249980468762206,5,22334.462557107865,111672.31278553932,0
5,5,2,0.39999920000160005,5,4000.0,20000.0,1
3,2,1,0.3333322222259259,3,43104.137941277804,129312.41382383341,1
12,1,6,0.49999958333368055,3,26665.713142886914,79997.13942866074,1
4,5,1,0.24999937500156252,5,57333.4775941798,286667.387970899,1
16,4,11,0.6874995703127685,1,33877.01655634424,33877.01655634424,1
7,3,1,0.14285693877580175,7,29474.725389957046,206323.07772969932,2
13,7,0,0.0,8,29221.292642825232,233770.34114260186,1
10,4,4,0.3999996000004,1,52797.637607439174,52797.637607439174,1
7,3,2,0.2857138775516035,2,44233.74559750946,88467.49119501893,0
14,5,4,0.2857140816327988,7,64339.350856863166,450375.45599804213,2
5,2,1,0.19999960000080003,3,34773.39325695217,104320.17977085651,0
3,4,0,0.0,3,50934.19118079549,152802.57354238647,1
11,6,1,0.09090900826453795,1,51190.641266174694,51190.641266174694,0
11,3,7,0.6363630578517656,6,48107.20179595339,288643.21077572036,1
18,2,5,0.27777762345687584,6,30352.13271430037,182112.7962858022,2
15,7,6,0.39999973333351113,2,45101.120450686816,90202.24090137363,1
12,7,5,0.4166663194447338,5,36541.36339903998,182706.81699519992,1
9,1,5,0.5555549382722909,6,36147.25593362686,216883.53560176116,2
10,3,1,0.0999999000001,4,25912.845624721012,103651.38249888405,1
12,5,6,0.49999958333368055,2,6194.918881539151,12389.837763078302,1
17,1,6,0.3529409688582536,4,56725.645462972774,226902.5818518911,1
6,1,2,0.33333277777870374,6,44473.37553928971,266840.25323573826,1
7,0,3,0.4285708163274053,1,17852.026704846106,17852.026704846106,1
14,4,7,0.49999964285739795,4,48765.65690821972,195062.62763287887,2
13,3,4,0.30769207100609924,1,57022.03239485363,57022.03239485363,1
8,1,4,0.4999993750007813,1,49665.01170074243,49665.01170074243,1
10,0,4,0.3999996000004,5,24625.42731750604,123127.1365875302,0
9,5,4,0.44444395061783265,7,27020.121611963034,189140.85128374124,1
18,2,11,0.611110771605127,0,29781.85977728828,0.0,0
2,6,0,0.0,4,50916.27209305717,203665.08837222867,1
5,6,4,0.7999984000032001,4,45184.39788752014,180737.59155008057,1
5,3,0,0.0,4,79854.37432322279,319417.49729289114,1
6,1,0,0.0,2,13386.724074231759,26773.448148463518,0
19,6,3,0.15789465373965592,5,37211.024951470026,186055.12475735013,1
8,4,2,0.24999968750039064,5,9083.67110985202,45418.3555492601,0
16,6,6,0.3749997656251465,2,46949.718571017715,93899.43714203543,1
13,6,2,0.15384603550304962,2,54003.41927970885,108006.8385594177,1
1,6,0,0.0,1,59631.59175152215,59631.59175152215,1
17,7,9,0.5294114532873805,1,40827.831392971835,40827.831392971835,1
7,0,4,0.571427755103207,3,9300.359436084056,27901.078308252167,0
13,1,6,0.46153810650914884,2,37247.771437906275,74495.54287581255,1
4,4,3,0.7499981250046875,3,44551.84841036538,133655.54523109616,1
4,1,2,0.49999875000312505,5,22922.806179737796,114614.03089868897,1
6,7,1,0.16666638888935187,2,34025.320047163375,68050.64009432675,1
19,3,6,0.31578930747931183,2,18844.255481059296,37688.51096211859,1
12,3,5,0.4166663194447338,6,28809.43205963207,172856.59235779243,0
7,3,2,0.2857138775516035,0,51686.99854104969,0.0,2
10,5,4,0.3999996000004,2,48202.44420186937,96404.88840373875,1
19,6,3,0.15789465373965592,4,17071.70735845338,68286.82943381352,0
7,5,2,0.2857138775516035,5,27425.222785429018,137126.11392714508,1
3,0,1,0.3333322222259259,3,38856.37977163611,116569.13931490833,0
13,3,5,0.38461508875762407,2,41397.864778218085,82795.72955643617,2
13,7,5,0.38461508875762407,2,28056.563651810833,56113.127303621666,1
18,4,7,0.3888886728396262,4,45146.861799823884,180587.44719929554,0
8,1,0,0.0,4,37470.76669227856,149883.06676911423,0
9,6,1,0.11111098765445816,1,4000.0,4000.0,0
7,2,4,0.571427755103207,5,29424.9450908495,147124.7254542475,1
1,4,1,0.9999900000999989,1,28996.61404834144,28996.61404834144,1
3,6,0,0.0,4,48174.10550584614,192696.42202338457,0
13,5,6,0.46153810650914884,2,48440.88855767072,96881.77711534144,1
17,5,5,0.29411747404854466,5,12918.4584360818,64592.292180409,1
1,4,0,0.0,2,44577.07635494851,89154.15270989703,1
6,5,1,0.16666638888935187,7,36890.54231898962,258233.79623292733,1
6,3,3,0.4999991666680556,3,39896.366121871055,119689.09836561317,1
12,0,5,0.4166663194447338,3,28792.594719594046,86377.78415878213,1
13,1,3,0.23076905325457442,4,37072.551158484785,148290.20463393914,2
13,0,6,0.46153810650914884,3,55254.90233867509,165764.70701602526,2
15,6,5,0.3333331111112593,5,39682.78638637137,198413.93193185685,1
16,1,5,0.31249980468762206,4,37363.599415731594,149454.39766292638,1
11,7,2,0.1818180165290759,3,30811.949387056757,92435.84816117027,2
5,1,1,0.19999960000080003,2,53783.839006159455,107567.67801231891,0
4,0,0,0.0,2,18788.182749991847,37576.365499983694,0
3,4,1,0.3333322222259259,1,25970.45597325623,25970.45597325623,0
19,1,9,0.4736839612189678,3,17926.829273219188,53780.48781965756,1
18,7,6,0.33333314814825105,2,41010.27762575248,82020.55525150496,1
15,7,4,0.2666664888890074,3,55696.21409623166,167088.64228869497,1
9,7,1,0.11111098765445816,3,33068.06873645828,99204.20620937482,1
17,0,4,0.23529397923883574,3,21958.91697837709,65876.75093513126,1
14,1,4,0.2857140816327988,5,62546.69725557456,312733.4862778728,0
15,2,7,0.46666635555576297,3,44769.245999725994,134307.73799917797,1
1,4,0,0.0,1,42162.86215451418,42162.86215451418,0
3,3,2,0.6666644444518518,5,35147.14036740497,175735.70183702486,0
16,1,8,0.4999996875001953,5,48035.21257786222,240176.0628893111,2
11,7,4,0.3636360330581518,5,41927.833464180054,209639.16732090028,2
12,2,6,0.49999958333368055,2,30780.973574309282,61561.947148618565,2
10,3,4,0.3999996000004,0,33292.96059780709,0.0,1
16,3,6,0.3749997656251465,6,22701.697984804498,136210.18790882698,1
8,6,3,0.37499953125058594,1,20831.52218708754,20831.52218708754,1
6,1,2,0.33333277777870374,3,33550.21707354751,100650.65122064253,1
12,0,3,0.24999979166684028,4,55313.22338437211,221252.89353748845,1
8,1,2,0.24999968750039064,3,22487.55181757987,67462.65545273962,1
4,2,1,0.24999937500156252,4,50545.55043886115,202182.2017554446,1
8,3,3,0.37499953125058594,2,26015.97719514801,52031.95439029602,1
18,1,4,0.2222220987655007,1,11200.953909534517,11200.953909534517,1
5,0,3,0.5999988000024,3,46198.99637883614,138596.98913650843,1
9,6,4,0.44444395061783265,3,62431.521313621735,187294.56394086522,1
4,1,1,0.24999937500156252,3,25163.97379597958,75491.92138793874,1
17,4,4,0.23529397923883574,4,14451.936366497599,57807.745465990396,2
9,6,5,0.5555549382722909,5,44823.72126620033,224118.60633100165,1
1,0,1,0.9999900000999989,1,24152.38706792007,24152.38706792007,1
13,2,6,0.46153810650914884,6,46049.69867706393,276298.1920623836,0
16,3,4,0.24999984375009765,4,55272.19391305763,221088.7756522305,2
13,1,4,0.30769207100609924,3,42959.26243404403,128877.78730213208,1
14,0,3,0.21428556122459913,4,50146.524625182064,200586.09850072826,1
3,6,0,0.0,3,50249.18230452051,150747.54691356153,2
6,4,3,0.4999991666680556,6,52849.20068267945,317095.2040960767,1
18,0,7,0.3888886728396262,0,38678.16151336221,0.0,0
19,5,7,0.36842085872586383,4,49686.14641090481,198744.58564361924,0
5,7,3,0.5999988000024,1,40466.026192344674,40466.026192344674,1
15,4,6,0.39999973333351113,5,43869.80257902839,219349.01289514193,1
2,6,1,0.49999750001249993,5,83775.66979877939,418878.348993897,1
10,2,3,0.2999997000003,2,41624.00785378499,83248.01570756998,0
18,3,10,0.5555552469137517,3,15533.60100794951,46600.80302384853,0
13,6,2,0.15384603550304962,3,35038.71233723538,105116.13701170615,1
5,7,3,0.5999988000024,5,33342.1136653659,166710.5683268295,0
1,2,1,0.9999900000999989,2,34028.095973680785,68056.19194736157,0
1,1,0,0.0,9,52301.636393794484,470714.7275441504,1
18,0,7,0.3888886728396262,3,54958.87096496044,164876.61289488134,1
15,5,7,0.46666635555576297,3,36415.47135953904,109246.41407861712,1
17,4,6,0.3529409688582536,3,17121.884772216174,51365.65431664852,1
11,4,6,0.5454540495872277,2,39486.433627746614,78972.86725549323,1
17,0,9,0.5294114532873805,3,29849.168868564993,89547.50660569497,1
13,5,4,0.30769207100609924,6,41156.07070956979,246936.42425741872,2
1,0,0,0.0,5,36185.571617151334,180927.85808575666,0
2,1,2,0.9999950000249999,3,56245.36427601629,168736.09282804886,1
9,7,4,0.44444395061783265,1,42122.12069695847,42122.12069695847,1
3,2,0,0.0,3,29897.12533667757,89691.37601003272,0
1,6,0,0.0,3,17217.016289242292,51651.04886772687,1
16,4,6,0.3749997656251465,1,37279.78754152415,37279.78754152415,1
6,1,4,0.6666655555574075,2,37333.43969080671,74666.87938161341,1
17,2,8,0.4705879584776715,5,34063.088769445014,170315.44384722508,1
5,1,2,0.39999920000160005,4,49629.85627105348,198519.42508421393,1
5,5,1,0.19999960000080003,4,17258.322634436332,69033.29053774533,1
6,4,1,0.16666638888935187,5,26561.83904690631,132809.19523453154,1
3,6,2,0.6666644444518518,2,38793.76399229202,77587.52798458404,1
5,0,1,0.19999960000080003,4,29607.376715675386,118429.50686270154,1
5,0,1,0.19999960000080003,6,32649.361427353797,195896.16856412278,0
10,2,2,0.1999998000002,2,37096.22948203739,74192.45896407479,1
10,6,4,0.3999996000004,3,48289.474001204406,144868.4220036132,2
19,7,10,0.5263155124655198,3,36491.39519675408,109474.18559026223,0
17,3,5,0.29411747404854466,3,8454.733154722759,25364.199464168276,1
14,5,5,0.35714260204099857,1,28958.0448647343,28958.0448647343,1
9,2,4,0.44444395061783265,6,45436.76412950119,272620.58477700717,1
14,3,11,0.7857137244901968,2,49440.10458149832,98880.20916299665,0
1,1,0,0.0,2,50267.86817264157,100535.73634528313,1
19,5,7,0.36842085872586383,1,54517.665049430936,54517.665049430936,1
13,1,4,0.30769207100609924,2,39776.55915634983,79553.11831269966,2
13,7,6,0.46153810650914884,3,41947.4747130447,125842.42413913409,0
4,6,1,0.24999937500156252,2,22791.37180610627,45582.74361221254,2
1,4,0,0.0,6,5381.370308231833,32288.221849391,1
17,5,7,0.41176446366796254,6,16736.261246331524,100417.56747798914,1
8,3,4,0.4999993750007813,3,27472.436724643423,82417.31017393027,1
2,7,0,0.0,5,17604.431730037842,88022.15865018922,1
8,4,4,0.4999993750007813,2,33606.095899097854,67212.19179819571,1
7,0,1,0.14285693877580175,3,31068.67609038116,93206.02827114347,1
2,3,1,0.49999750001249993,3,52067.40520853086,156202.21562559257,2
3,2,1,0.3333322222259259,4,23462.952683181982,93851.81073272793,2
18,0,7,0.3888886728396262,4,40108.72875775931,160434.91503103724,1
12,7,4,0.33333305555578707,1,31703.484598747393,31703.484598747393,0
1,0,1,0.9999900000999989,3,22901.321505096974,68703.96451529092,1
12,2,5,0.4166663194447338,2,27084.32819047856,54168.65638095712,1
5,5,2,0.39999920000160005,2,7231.104423796328,14462.208847592656,0
17,0,8,0.4705879584776715,5,49225.2024034045,246126.01201702253,2
16,6,7,0.4374997265626709,3,59033.91880622037,177101.7564186611,0
15,3,2,0.1333332444445037,11,33988.00824438324,373868.0906882157,1
15,4,5,0.3333331111112593,2,38435.93131091467,76871.86262182934,1
5,0,3,0.5999988000024,2,33562.132393912114,67124.26478782423,1
14,3,3,0.21428556122459913,2,25698.630777049042,51397.261554098084,1
2,1,1,0.49999750001249993,7,48573.54290316315,340014.8003221421,1
11,3,7,0.6363630578517656,2,42786.02487727422,85572.04975454844,2
19,4,3,0.15789465373965592,1,4000.0,4000.0,1
7,3,3,0.4285708163274053,3,22480.83878886326,67442.51636658979,1
6,2,2,0.33333277777870374,0,7204.0812565396045,0.0,1
2,7,1,0.49999750001249993,6,61331.21518082874,367987.29108497244,2
6,4,1,0.16666638888935187,3,35422.56841331391,106267.70523994172,2
18,7,3,0.16666657407412552,3,41610.52342544419,124831.57027633257,1
2,5,1,0.49999750001249993,2,32700.572973796647,65401.14594759329,1
18,7,8,0.4444441975310014,4,54540.4508943513,218161.8035774052,2
15,1,7,0.46666635555576297,4,50910.57758891651,203642.31035566604,0
19,2,7,0.36842085872586383,4,34767.81225469227,139071.24901876907,1
2,5,0,0.0,4,63769.89583512838,255079.58334051352,1
6,3,3,0.4999991666680556,5,40779.772133493105,203898.86066746552,1
1,4,0,0.0,0,16098.123872917675,0.0,2
15,1,8,0.5333329777780148,3,39500.2810627034,118500.84318811019,1
10,2,5,0.49999950000050003,6,45761.60986589429,274569.65919536573,0
19,5,8,0.42105240997241583,5,36001.628711775884,180008.1435588794,1
17,5,9,0.5294114532873805,5,31827.754321355565,159138.77160677782,1
5,1,0,0.0,3,64465.419743449536,193396.2592303486,1
4,6,2,0.49999875000312505,1,20212.063119270075,20212.063119270075,1
10,3,3,0.2999997000003,8,4000.0,32000.0,0
17,1,9,0.5294114532873805,4,62285.81046394767,249143.2418557907,1
10,5,3,0.2999997000003,7,19609.289058655286,137265.023410587,2
17,0,7,0.41176446366796254,3,33700.72942252679,101102.18826758038,2
5,2,3,0.5999988000024,3,32338.517674066254,97015.55302219876,2
2,1,0,0.0,2,56476.2273604778,112952.4547209556,1
6,6,2,0.33333277777870374,6,59522.84569440302,357137.0741664181,0
2,5,1,0.49999750001249993,2,18614.36818842211,37228.73637684422,2
13,3,4,0.30769207100609924,2,58353.644422781006,116707.28884556201,1
11,7,3,0.2727270247936138,4,58076.154743242725,232304.6189729709,1
11,5,3,0.2727270247936138,2,38290.32411387455,76580.6482277491,1
16,3,3,0.18749988281257324,6,51988.138329797875,311928.8299787872,2
11,1,6,0.5454540495872277,2,53492.44930917134,106984.89861834268,1
19,3,7,0.36842085872586383,5,34213.58223161151,171067.91115805754,0
15,4,3,0.19999986666675557,1,35636.501636745175,35636.501636745175,1
16,4,5,0.31249980468762206,2,46839.92070611633,93679.84141223266,0
11,4,3,0.2727270247936138,8,13572.125500462835,108577.00400370268,2
16,6,4,0.24999984375009765,5,32692.900002281167,163464.50001140585,1
8,6,3,0.37499953125058594,7,19994.618805449772,139962.3316381484,1
4,0,1,0.24999937500156252,5,59353.6730449853,296768.3652249265,2
8,6,2,0.24999968750039064,3,32516.26063246509,97548.78189739527,1
4,7,2,0.49999875000312505,1,42145.605846400285,42145.605846400285,1
3,1,0,0.0,3,34723.82096041235,104171.46288123704,1
3,5,1,0.3333322222259259,3,33747.7387181265,101243.21615437951,1
18,5,7,0.3888886728396262,4,41164.49431379931,164657.97725519724,2
19,0,7,0.36842085872586383,3,27040.345027967986,81121.03508390396,1
19,6,7,0.36842085872586383,4,35022.76472798641,140091.05891194564,2
5,7,2,0.39999920000160005,4,34912.35504147368,139649.42016589473,0
18,3,9,0.49999972222237654,9,31651.770501975632,284865.93451778067,1
10,0,4,0.3999996000004,3,43865.85361617871,131597.56084853614,0
6,7,2,0.33333277777870374,4,31295.06101978278,125180.24407913112,1
1,3,1,0.9999900000999989,2,62166.724736179356,124333.44947235871,0
5,7,2,0.39999920000160005,7,47434.461620607915,332041.2313442554,0
9,3,2,0.22222197530891633,4,17760.349178878947,71041.39671551579,1
12,2,3,0.24999979166684028,1,46263.169160579324,46263.169160579324,1
14,7,3,0.21428556122459913,2,27657.80453738154,55315.60907476308,1
2,5,2,0.9999950000249999,5,40035.352631081805,200176.76315540902,1
17,4,7,0.41176446366796254,2,27032.068390589768,54064.136781179535,1
14,6,8,0.5714281632655976,5,5083.941689357341,25419.708446786703,1
13,3,5,0.38461508875762407,4,37673.99760607409,150695.99042429635,2
9,2,3,0.3333329629633745,7,16483.763617280605,115386.34532096423,1
15,7,2,0.1333332444445037,3,44295.73083096987,132887.1924929096,1
15,5,6,0.39999973333351113,4,40621.77238709781,162487.08954839123,1
11,4,4,0.3636360330581518,1,28941.73184089129,28941.73184089129,0
16,3,10,0.6249996093752441,6,65383.055570359815,392298.3334221589,2
17,7,5,0.29411747404854466,5,19410.687990434297,97053.43995217148,0
4,7,1,0.24999937500156252,2,28634.935231157506,57269.87046231501,2
1,3,1,0.9999900000999989,5,21189.62626424378,105948.1313212189,1
8,0,3,0.37499953125058594,6,68619.74048388831,411718.44290332985,2
17,0,6,0.3529409688582536,1,58283.662124691175,58283.662124691175,1
3,5,2,0.6666644444518518,6,16668.172035043535,100009.03221026121,1
15,4,4,0.2666664888890074,3,25616.28437519614,76848.85312558842,1
15,3,6,0.39999973333351113,4,26125.120123173532,104500.48049269413,1
14,5,5,0.35714260204099857,3,29739.094733557165,89217.2842006715,1
14,5,7,0.49999964285739795,4,22358.29019250028,89433.16077000112,1
2,1,1,0.49999750001249993,3,28913.734444830676,86741.20333449202,1
13,7,4,0.30769207100609924,2,53073.08403589997,106146.16807179994,1
14,6,4,0.2857140816327988,4,67203.68504118481,268814.74016473925,1
19,7,11,0.5789470637120717,2,14834.027316838652,29668.054633677304,2
7,0,2,0.2857138775516035,4,22383.393150991807,89533.57260396723,1
3,4,2,0.6666644444518518,5,41203.3916657035,206016.9583285175,1
15,7,3,0.19999986666675557,3,14295.415405759237,42886.24621727771,2
14,3,6,0.42857112244919826,4,41591.48032086838,166365.92128347352,1
11,5,5,0.45454504132268975,4,46101.54180694594,184406.16722778376,1
15,3,8,0.5333329777780148,4,48509.788250404614,194039.15300161846,1
13,1,4,0.30769207100609924,2,45682.16789744354,91364.33579488708,2
18,4,7,0.3888886728396262,0,29971.271792653974,0.0,1
6,5,2,0.33333277777870374,4,35274.95657799943,141099.82631199772,1
3,3,0,0.0,2,20307.086207850567,40614.172415701134,1
19,0,8,0.42105240997241583,3,44965.07981956439,134895.23945869316,0
15,6,6,0.39999973333351113,0,62050.404007026824,0.0,0
5,1,3,0.5999988000024,2,44933.01348601084,89866.02697202167,1
10,4,3,0.2999997000003,5,27574.988962594198,137874.944812971,1
7,1,1,0.14285693877580175,2,52921.87779048838,105843.75558097677,2
17,0,3,0.1764704844291268,3,73484.70042168404,220454.10126505213,1
7,4,2,0.2857138775516035,0,41647.246574204226,0.0,1
12,1,3,0.24999979166684028,4,46317.092657820016,185268.37063128006,0
17,2,7,0.41176446366796254,5,48165.516410990655,240827.58205495327,1
13,0,4,0.30769207100609924,7,13933.141012223938,97531.98708556757,1
4,0,3,0.7499981250046875,4,31833.167409720725,127332.6696388829,1
10,0,6,0.5999994000006,3,30292.00367704291,90876.01103112873,0
3,2,1,0.3333322222259259,2,50522.99973343922,101045.99946687843,1
9,2,5,0.5555549382722909,5,48775.539618411225,243877.69809205612,2
13,3,6,0.46153810650914884,3,36188.94885900578,108566.84657701734,1
18,5,6,0.33333314814825105,3,29391.82911486927,88175.48734460781,1
15,6,4,0.2666664888890074,2,12701.060604398248,25402.121208796496,1
4,1,1,0.24999937500156252,4,37768.81207087607,151075.24828350428,1
15,3,5,0.3333331111112593,6,23681.47827831748,142088.86966990487,0
2,1,1,0.49999750001249993,2,21822.479906328314,43644.95981265663,2
15,6,5,0.3333331111112593,3,51894.0314618388,155682.0943855164,1
8,5,5,0.6249992187509766,3,50328.796925701754,150986.39077710526,1
8,2,3,0.37499953125058594,6,30671.0876285075,184026.525771045,0
17,5,4,0.23529397923883574,1,14464.33578038549,14464.33578038549,1
12,2,9,0.7499993750005208,3,25612.826296344403,76838.47888903321,0
19,6,7,0.36842085872586383,8,52898.809419907884,423190.4753592631,0
10,5,3,0.2999997000003,2,45015.77925464362,90031.55850928724,1
9,3,4,0.44444395061783265,4,30922.928038664635,123691.71215465854,1
5,4,0,0.0,3,38881.297653153604,116643.89295946082,0
6,3,2,0.33333277777870374,6,6877.671230647701,41266.027383886205,0
2,1,1,0.49999750001249993,4,5742.134194478265,22968.53677791306,1
13,3,4,0.30769207100609924,5,67656.89780781587,338284.48903907934,1
6,6,4,0.6666655555574075,5,45597.89327509484,227989.46637547418,1
5,0,2,0.39999920000160005,4,38024.930963888815,152099.72385555526,1
1,1,0,0.0,2,32045.657239876065,64091.31447975213,2
6,5,2,0.33333277777870374,3,11572.490157027878,34717.47047108364,0
6,1,4,0.6666655555574075,3,52898.211912291335,158694.635736874,0
16,4,4,0.24999984375009765,2,20946.66855304404,41893.33710608808,1
4,2,1,0.24999937500156252,0,48562.73968000224,0.0,0
11,5,1,0.09090900826453795,3,39980.01148313842,119940.03444941525,1
9,7,0,0.0,4,37218.58303814769,148874.33215259077,1
3,1,2,0.6666644444518518,5,18464.505214030956,92322.52607015478,2
19,5,8,0.42105240997241583,3,18664.249929910915,55992.74978973274,2
8,5,2,0.24999968750039064,6,43849.01579468882,263094.0947681329,2
5,5,2,0.39999920000160005,3,39188.25236630028,117564.75709890084,0
4,2,1,0.24999937500156252,3,38707.50609895068,116122.51829685204,2
6,7,4,0.6666655555574075,3,42290.62388770531,126871.87166311593,0
2,6,2,0.9999950000249999,7,8948.84764809437,62641.93353666059,1
11,3,3,0.2727270247936138,5,53227.157599107304,266135.7879955365,1
4,5,2,0.49999875000312505,1,32661.503890784643,32661.503890784643,0
15,0,7,0.46666635555576297,1,55544.67533180655,55544.67533180655,1
6,6,1,0.16666638888935187,4,7875.1399282123775,31500.55971284951,0
17,4,4,0.23529397923883574,0,46535.39008291146,0.0,1
6,2,2,0.33333277777870374,1,46393.689466913915,46393.689466913915,2
19,1,8,0.42105240997241583,5,15708.009899650144,78540.04949825072,0
2,2,2,0.9999950000249999,4,28411.158235967952,113644.63294387181,0
15,1,7,0.46666635555576297,3,22107.404060747012,66322.21218224104,1
11,2,6,0.5454540495872277,8,50948.18933757879,407585.51470063033,2
8,1,3,0.37499953125058594,1,42633.327243338645,42633.327243338645,0
19,5,9,0.4736839612189678,4,61982.7323885263,247930.9295541052,1
13,3,6,0.46153810650914884,2,41044.30901422948,82088.61802845896,2
12,1,4,0.33333305555578707,4,48983.662803343366,195934.65121337346,0
5,7,2,0.39999920000160005,2,55580.16112070761,111160.32224141523,1
6,1,3,0.4999991666680556,6,46316.40089761592,277898.4053856955,1
4,0,0,0.0,5,32237.251955723306,161186.25977861654,1
19,1,8,0.42105240997241583,4,29445.583321076956,117782.33328430782,2
1,0,0,0.0,2,36803.99858707195,73607.9971741439,0
17,4,6,0.3529409688582536,2,49948.75684715136,99897.51369430272,2
12,5,6,0.49999958333368055,3,26508.454072205728,79525.36221661718,2
15,0,4,0.2666664888890074,2,47782.30289269547,95564.60578539094,0
1,3,0,0.0,5,42839.48477465458,214197.4238732729,0
14,6,4,0.2857140816327988,2,19200.408152007778,38400.816304015556,2
6,5,4,0.6666655555574075,1,47053.02888785642,47053.02888785642,1
5,0,0,0.0,0,40128.81519278529,0.0,1
11,5,6,0.5454540495872277,7,29742.136832145603,208194.95782501923,1
4,7,0,0.0,4,39911.42859071404,159645.71436285615,1
13,5,9,0.6923071597637233,5,30325.234650738934,151626.17325369467,2
11,5,7,0.6363630578517656,4,41715.08097034665,166860.3238813866,0
3,4,1,0.3333322222259259,5,35480.59445530171,177402.97227650855,1
1,3,0,0.0,0,15051.136519855756,0.0,2
6,2,2,0.33333277777870374,4,35929.46567176639,143717.86268706556,2
18,2,7,0.3888886728396262,4,31359.74156853785,125438.9662741514,1
10,0,2,0.1999998000002,0,47533.79531448192,0.0,2
5,5,0,0.0,3,51196.52743918617,153589.5823175585,1
10,0,1,0.0999999000001,3,30364.973572542352,91094.92071762706,1
12,4,4,0.33333305555578707,3,26159.067851213727,78477.20355364119,2
2,4,0,0.0,1,12797.68928361559,12797.68928361559,1
13,1,5,0.38461508875762407,2,25789.44315473888,51578.88630947776,0
8,7,6,0.7499990625011719,4,33150.96838411594,132603.87353646377,1
2,4,0,0.0,4,17911.049957686788,71644.19983074715,1
1,1,0,0.0,5,51397.04888495329,256985.24442476645,2
5,3,1,0.19999960000080003,5,41932.42940661042,209662.1470330521,1
9,0,5,0.5555549382722909,2,36193.74928970151,72387.49857940302,1
17,6,9,0.5294114532873805,3,37749.93043407297,113249.79130221892,1
9,3,5,0.5555549382722909,3,42590.674303776694,127772.02291133007,2
11,4,7,0.6363630578517656,3,47496.42466804263,142489.2740041279,1
15,3,2,0.1333332444445037,2,50135.11455270898,100270.22910541797,1
6,3,3,0.4999991666680556,5,33363.03507030379,166815.17535151896,1
